POLAR_ID,Mach,Alpha_deg,Re,CL,Cm,CN,SOURCE_ZIP,SOURCE_CSV,SOURCE_ROW
499,0.729787,3.19445,2712520,0.862386,-0.130546,0.863875,pressure_data_RWC.01_1-02-RUN-3-POLAR-499.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-499.csv,2
500,0.740992,3.1946,2734520,0.822995,-0.14058,0.824416,pressure_data_RWC.01_1-02-RUN-3-POLAR-500.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-500.csv,2
501,0.743788,3.19522,2740780,0.811091,-0.142644,0.812492,pressure_data_RWC.01_1-02-RUN-3-POLAR-501.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-501.csv,2
502,0.731378,-1.98788,2718030,-0.0886674,-0.0858759,-0.088712,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,2
502,0.730204,-1.02284,2711070,0.0952085,-0.0923001,0.0952191,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,3
502,0.73035,-0.0243667,2710960,0.281563,-0.0979151,0.281564,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,4
502,0.729583,1.0056,2708100,0.47447,-0.10336,0.47457,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,5
502,0.729079,2.01144,2700450,0.671229,-0.109971,0.671716,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,6
502,0.730316,2.99961,2708630,0.836264,-0.127748,0.837546,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,7
502,0.729621,4.00133,2714170,0.929834,-0.1391,0.932304,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,8
502,0.72824,4.99461,2708610,0.995605,-0.148731,0.999665,pressure_data_RWC.01_1-02-RUN-3-POLAR-502.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-502.csv,9
509,0.300493,-0.019088,7590300,0.207339,-0.0653841,0.20734,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,2
509,0.299756,1.97752,7574940,0.446527,-0.0696254,0.446841,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,3
509,0.299834,3.98839,7598380,0.682798,-0.0731271,0.684601,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,4
509,0.299992,5.99482,7574350,0.90593,-0.074911,0.911201,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,5
509,0.299602,7.98325,7571330,1.10497,-0.0733526,1.11625,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,6
509,0.298641,9.99069,7558860,1.23298,-0.0629545,1.25263,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,7
509,0.299031,11.998,7565800,1.23878,-0.049192,1.26726,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,8
509,0.298437,13.9998,7508320,1.17952,-0.0682217,1.21654,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,9
509,0.298221,15,7485930,1.17861,-0.0897011,1.22118,pressure_data_RWC.01_1-02-RUN-3-POLAR-509.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-509.csv,10
510,0.500384,-2.01578,11860600,-0.0415347,-0.066902,-0.0415563,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,2
510,0.50014,-1.52395,11861200,0.021148,-0.0681475,0.0211539,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,3
510,0.500267,-1.03412,11874400,0.0863757,-0.0694997,0.0863856,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,4
510,0.500071,-0.536555,11905600,0.15259,-0.0708957,0.152593,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,5
510,0.500148,-0.0272686,11883400,0.223173,-0.0724126,0.223174,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,6
510,0.500169,0.484744,11903400,0.292626,-0.073795,0.292645,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,7
510,0.500133,0.995939,11911000,0.362021,-0.0751211,0.362096,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,8
510,0.499983,1.49714,11913500,0.429792,-0.0762904,0.429974,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,9
510,0.499832,1.9997,11909700,0.497016,-0.0772963,0.497372,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,10
510,0.499854,2.50153,11918600,0.563284,-0.0781515,0.563897,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,11
510,0.49944,3.00327,11908300,0.629021,-0.078916,0.629987,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,12
510,0.500203,3.50829,11908000,0.695574,-0.0794255,0.69701,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,13
510,0.500077,3.99994,11886500,0.759587,-0.0794732,0.761604,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,14
510,0.499948,4.50404,11878700,0.821001,-0.078878,0.823741,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,15
510,0.499964,5.00624,11870400,0.875505,-0.076768,0.879091,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,16
510,0.499854,5.50871,11862400,0.919864,-0.0725224,0.924402,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,17
510,0.499828,6.00891,11864200,0.959468,-0.0678774,0.965076,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,18
510,0.499192,6.50765,11837300,1.00087,-0.0631765,1.00771,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,19
510,0.497794,7.00594,11806500,1.03241,-0.0586904,1.04057,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,20
510,0.499961,7.50632,11811400,1.05811,-0.0533965,1.06768,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,21
510,0.499082,8.00698,11766800,1.07803,-0.0500693,1.08911,pressure_data_RWC.01_1-02-RUN-3-POLAR-510.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-510.csv,22
511,0.600379,-2.01481,13604400,-0.0545709,-0.0716846,-0.0545992,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,2
511,0.599479,-1.50841,13490400,0.0167027,-0.0731293,0.0167072,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,3
511,0.599559,-1.02548,13450700,0.087038,-0.0746676,0.0870477,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,4
511,0.599621,-0.506741,13429900,0.162841,-0.0764284,0.162844,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,5
511,0.599551,-0.00490835,13395600,0.240047,-0.0783138,0.240048,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,6
511,0.601075,0.497833,13538300,0.315401,-0.0800347,0.315422,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,7
511,0.600571,0.999302,13597800,0.391286,-0.0815894,0.391368,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,8
511,0.600348,1.50095,13644400,0.466333,-0.0828979,0.466531,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,9
511,0.600071,2.0027,13695000,0.539455,-0.0838642,0.539843,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,10
511,0.600063,2.50607,13676200,0.61189,-0.0846163,0.612559,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,11
511,0.599973,3.00809,13675000,0.684742,-0.0849755,0.685797,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,12
511,0.599343,3.50165,13663700,0.755805,-0.0845326,0.75736,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,13
511,0.599028,4.00603,13670600,0.824829,-0.082066,0.827025,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,14
511,0.598704,4.51268,13651900,0.8875,-0.0792743,0.890473,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,15
511,0.598431,5.01651,13657800,0.953483,-0.0750569,0.957404,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,16
511,0.597849,5.51289,13625500,1.00921,-0.0716605,1.01419,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,17
511,0.598892,6.017,13576600,1.07104,-0.0672126,1.07731,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,18
511,0.598453,6.51002,13506900,1.12032,-0.0638284,1.12798,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,19
511,0.597584,7.00803,13419700,1.17194,-0.0596198,1.1812,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,20
511,0.598582,7.50842,13427500,1.21528,-0.0562849,1.22628,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,21
511,0.597602,8.00625,13410700,1.24922,-0.0522539,1.26205,pressure_data_RWC.01_1-02-RUN-3-POLAR-511.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-511.csv,22
512,0.700064,-2.00242,15822800,-0.0797047,-0.0793216,-0.0797455,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,2
512,0.699228,-1.02012,15842200,0.0822769,-0.0829537,0.082286,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,3
512,0.700168,0.00436297,15805400,0.262494,-0.0884209,0.262495,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,4
512,0.699909,1.0093,15798300,0.444076,-0.0933499,0.44417,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,5
512,0.698833,2.0096,15782400,0.612034,-0.0954215,0.612477,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,6
512,0.699524,3.01572,15764900,0.796898,-0.0951772,0.798132,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,7
512,0.700382,4.01539,15679600,0.983735,-0.107506,0.986366,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,8
512,0.701479,4.02539,15580400,0.981917,-0.107722,0.984556,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,9
512,0.700634,4.02589,15533100,0.982393,-0.106993,0.985034,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,10
512,0.700783,4.02639,15678300,0.984801,-0.108326,0.987449,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,11
512,0.700727,4.02839,15546100,0.983363,-0.107892,0.986009,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,12
512,0.701058,4.03172,15571500,0.984037,-0.108153,0.98669,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,14
512,0.700597,4.03189,15540900,0.982975,-0.107247,0.985625,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,15
512,0.700189,4.03464,15545800,0.982032,-0.106559,0.984683,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,16
512,0.70074,4.04139,15662100,0.984165,-0.107936,0.98683,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,17
512,0.700678,4.05088,15676000,0.98406,-0.107828,0.986737,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,18
512,0.700046,4.05238,15714000,0.982228,-0.106529,0.984902,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,19
512,0.700386,4.05372,15702600,0.984162,-0.107576,0.986843,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,20
512,0.700726,4.05638,15563500,0.983025,-0.107465,0.985706,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,21
512,0.700392,4.06138,15558400,0.983831,-0.107671,0.986521,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,22
512,0.700561,4.06388,15723800,0.984007,-0.107804,0.9867,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,23
512,0.701662,4.06572,15648700,0.982659,-0.107992,0.985352,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,24
512,0.700248,4.06638,15540500,0.983645,-0.107751,0.986341,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,25
512,0.700365,4.07605,15741800,0.982373,-0.106769,0.985078,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,27
512,0.700706,4.07938,15688600,0.984152,-0.10778,0.986866,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,28
512,0.700317,4.08738,15636600,0.983223,-0.107378,0.985945,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,29
512,0.700824,4.08938,15704400,0.98279,-0.107343,0.985513,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,30
512,0.700351,4.09438,15693100,0.982391,-0.1077,0.985119,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,31
512,0.700806,4.09738,15677100,0.981492,-0.106949,0.984222,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,33
512,0.700213,4.09838,15741800,0.983563,-0.1074,0.986299,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,34
512,0.700369,4.09938,15668700,0.983128,-0.10699,0.985865,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,35
512,0.700728,4.10838,15671500,0.982426,-0.107137,0.985172,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,36
512,0.700701,4.11637,15741200,0.983779,-0.10763,0.986539,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,37
512,0.700802,4.11638,15700200,0.982682,-0.107532,0.985439,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,38
512,0.700551,4.12337,15712600,0.982254,-0.106972,0.985019,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,39
512,0.700893,4.12687,15700100,0.98159,-0.106905,0.984358,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,40
512,0.700207,4.13137,15722800,0.982742,-0.106777,0.985519,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,41
512,0.700785,4.13637,15745100,0.983483,-0.107722,0.986269,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,42
512,0.700455,4.14137,15681900,0.982228,-0.106795,0.985016,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,43
512,0.700674,4.14537,15732800,0.983343,-0.10748,0.98614,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,44
512,0.701264,4.15037,15702700,0.982995,-0.107902,0.985797,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,45
512,0.697817,4.15837,15718400,1.02322,-0.108439,1.02615,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,46
512,0.700579,4.17037,15752600,0.98243,-0.106891,0.985257,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,47
512,0.700721,4.17237,15739600,0.982319,-0.107172,0.985148,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,48
512,0.699864,4.20836,15678700,0.984482,-0.107504,0.987365,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,49
512,0.700551,4.23636,15750100,0.983585,-0.107718,0.986502,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,50
512,0.698587,4.51165,15692800,1.04171,-0.112868,1.0452,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,51
512,0.698598,4.51352,15671400,1.04112,-0.113022,1.04461,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,52
512,0.698538,4.53231,15700200,1.04273,-0.112493,1.04626,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,53
512,0.69854,4.53298,15661500,1.04037,-0.113385,1.04389,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,54
512,0.699525,4.53631,15682100,1.03546,-0.113896,1.03896,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,55
512,0.697135,4.54531,15678000,1.04673,-0.112111,1.05029,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,56
512,0.698723,4.55031,15665600,1.04119,-0.113144,1.04473,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,57
512,0.698814,4.57731,15691700,1.039,-0.114085,1.04258,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,58
512,0.698306,4.58731,15687900,1.04269,-0.112957,1.0463,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,59
512,0.697967,4.6313,15688900,1.04426,-0.112032,1.04794,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,60
512,0.700223,5.00624,15658800,1.01183,-0.110919,1.01597,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,61
512,0.69861,5.01839,15640000,1.02286,-0.110431,1.02707,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,62
512,0.700138,5.02824,15647900,1.01192,-0.110839,1.0161,pressure_data_RWC.01_1-02-RUN-3-POLAR-512.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-512.csv,63
514,0.699844,3.99267,15806200,0.986732,-0.107171,0.989343,pressure_data_RWC.01_1-02-RUN-3-POLAR-514.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-514.csv,2
514,0.698935,5.00224,15769600,1.0195,-0.110687,1.02367,pressure_data_RWC.01_1-02-RUN-3-POLAR-514.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-514.csv,3
514,0.698966,6.00664,15625100,0.982556,-0.105493,0.988295,pressure_data_RWC.01_1-02-RUN-3-POLAR-514.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-514.csv,4
514,0.698317,6.99876,15521200,0.966176,-0.107621,0.973791,pressure_data_RWC.01_1-02-RUN-3-POLAR-514.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-514.csv,5
514,0.698514,7.9898,15456700,0.983221,-0.116249,0.99328,pressure_data_RWC.01_1-02-RUN-3-POLAR-514.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-514.csv,6
515,0.709718,-2.00297,15688500,-0.0797236,-0.0803893,-0.0797644,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,2
515,0.709759,-1.02848,15667500,0.0823432,-0.0840319,0.0823525,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,3
515,0.709644,-0.00118164,15644500,0.265819,-0.0895969,0.26582,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,4
515,0.709385,1.0033,15628300,0.454077,-0.0950033,0.454172,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,5
515,0.709911,2.01169,15599400,0.633829,-0.0978218,0.634289,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,6
515,0.708193,3.00327,15576100,0.825484,-0.101778,0.826752,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,7
515,0.708446,4.01148,15516900,0.97591,-0.118947,0.978516,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,8
515,0.709447,5.00388,15655600,0.945173,-0.109154,0.949041,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,9
515,0.70899,6.01691,15593800,0.929478,-0.10365,0.934925,pressure_data_RWC.01_1-02-RUN-3-POLAR-515.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-515.csv,10
517,0.720235,-1.99224,15551400,-0.0825316,-0.0814033,-0.0825734,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,2
517,0.720357,-1.51413,15528100,-0.002917,-0.0830909,-0.0029178,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,3
517,0.720324,-1.00712,15503700,0.0846713,-0.085302,0.0846804,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,4
517,0.720752,-0.502616,15721600,0.173261,-0.0880883,0.173264,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,5
517,0.720438,0.00281775,15834600,0.270097,-0.0913232,0.270098,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,6
517,0.720148,0.508014,15894600,0.367322,-0.0944723,0.367348,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,7
517,0.719709,1.01266,15913100,0.465248,-0.0972435,0.465347,pressure_data_RWC.01_1-02-RUN-3-POLAR-517.zip,Force_data_RWC.01_1-02-RUN-3-POLAR-517.csv,8
